"","chart_position","title","artist","year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","explicit","popularity","genre1","genre2","genre3","genre4","genre5"
"515",16,"Lean On","Major Lazer  DJ Snake MO",2015,0.723,0.809,7,-3.081,0,0.0625,0.0035,0.0012,0.565,0.274,98,"1Lim1Py7xBgbAkAys3AGAG",176561,"FALSE","72","dance pop","edm","electro house","moombahton","pop"
"516",17,"Want To Want Me","Jason Derulo",2015,0.775,0.68,0,-5.508,0,0.0629,0.0091,0,0.109,0.656,114,"7oGZAicScQt96OAW4AruYy",207719,"FALSE","76","dance pop","pop","pop dance","pop rap","post-teen pop"
"517",18,"Shake It Off","Taylor Swift",2015,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160,"5xTtaWoae3wi06K5WfVUUH",219200,"FALSE","71","dance pop","pop","pop dance","dance pop","pop"
"518",19,"Where Are U Now","Skrillex  Diplo With Justin Bieber",2015,0.432,0.781,4,-4.038,0,0.0567,0.041,0,0.0789,0.197,139,"66hayvUbTotekKU3H4ta1f",250286,"FALSE","74","edm","electro house","pop dance","edm","electro house"
"519",20,"Fight Song","Rachel Platten",2015,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,176,"37f4ITSlgPX81ad2EvmVQr",204013,"FALSE","79","dance pop","pop","post-teen pop","viral pop","dance pop"
"520",21,"679","Fetty Wap Remy Boyz",2015,0.618,0.717,7,-5.738,1,0.318,0.0026,0,0.625,0.603,190,"5NQbUaeTEOGdD6hHcre0dZ",196693,"TRUE","76","new jersey rap","pop rap","rap","southern hip hop","trap"
"521",22,"Lips Are Movin","Meghan Trainor",2015,0.775,0.825,7,-5.402,1,0.0464,0.0506,0,0.111,0.95,139,"6gj08XDlv9Duc2fPOxUmVD",182667,"FALSE","70","dance pop","hip pop","pop","pop dance","post-teen pop"
"522",23,"Worth It","Fifth Harmony Kid Ink",2015,0.884,0.765,8,-3.865,1,0.0882,0.063,0,0.118,0.594,100,"41Fflg7qHiVOD6dEPvsCzO",224573,"FALSE","75","dance pop","electropop","girl group","pop","pop dance"
"523",24,"Post To Be","Omarion Chris Brown  Jhene Aiko",2015,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97,"0fgZUSa7D7aVvv3GfO0A1n",226581,"TRUE","71","dance pop","hip pop","pop r&b","r&b","rap"
"524",25,"Honey, I'm Good.","Andy Grammer",2015,0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122,"4MflGTO2ZTcSQ12bWcyRgI",199263,"FALSE","71","modern rock","neo mellow","pop","pop rock","post-teen pop"
"525",26,"I'm Not The Only One","Sam Smith",2015,0.677,0.485,5,-5.795,1,0.0361,0.529,0,0.0766,0.493,82,"7795WJLVKJoAyVoOtCWqXN",239317,"FALSE","81","dance pop","pop","post-teen pop","uk pop","dance pop"
"526",27,"Good For You","Selena Gomez A$AP Rocky",2015,0.607,0.673,5,-6.484,0,0.0611,0.181,0,0.069,0.215,89,"578Eooad7oUyn4stovZiPg",221280,"FALSE","63","dance pop","pop","pop dance","post-teen pop","dance pop"
"527",28,"All About That Bass","Meghan Trainor",2015,0.807,0.887,9,-3.726,1,0.0503,0.0573,0,0.124,0.961,134,"5jE48hhRu8E6zBDPRSkEq7",187920,"TRUE","72","dance pop","hip pop","pop","pop dance","post-teen pop"
"528",29,"Style","Taylor Swift",2015,0.598,0.786,2,-5.572,1,0.0382,0.0026,0.0014,0.117,0.456,95,"4lIxdJw6W3Fg4vUIYCB0S5",231000,"FALSE","67","dance pop","pop","pop dance","dance pop","pop"
"529",30,"Hotline Bling","Drake",2015,0.891,0.628,2,-7.863,1,0.0551,0.0026,2e-04,0.0504,0.552,135,"0wwPcA6wtMf6HUMpIRdeP7",267067,"FALSE","76","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"530",31,"Hey Mama","David Guetta Nicki Minaj Bebe Rexha  Afrojack",2015,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,86,"5b2bu6yyATC1zMXDGScJ2d",192560,"FALSE","62","big room","dance pop","edm","pop","pop dance"
"531",32,"G.D.F.R.","Flo Rida Sage The Gemini  Lookas",2015,0.814,0.617,7,-9.735,1,0.317,0.0698,0,0.0731,0.389,97,"3D2L5xPKcnsYFjUAAFm4AS",174006,"FALSE","31","dance pop","miami hip hop","pop","pop dance","pop rap"
"532",33,"What Do You Mean?","Justin Bieber",2015,0.845,0.567,5,-8.118,0,0.0956,0.59,0.0014,0.0811,0.793,125,"4B0JvthVoAAuygILe3n4Bs",205680,"FALSE","77","canadian pop","pop","post-teen pop","canadian pop","pop"
"533",34,"Photograph","Ed Sheeran",2015,0.614,0.379,4,-10.48,1,0.0476,0.607,5e-04,0.0986,0.201,108,"1HNkqx9Ahdgi1Ixy2xkKkL",258987,"FALSE","84","pop","uk pop","pop","uk pop","pop"
"534",35,"Hello","Adele",2015,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,79,"62PaSfnXSMyLshYJrlTuL3",295502,"FALSE","73","british soul","pop","pop soul","uk pop","british soul"
"535",36,"Stitches","Shawn Mendes",2015,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,150,"5jsw9uXEGuKyJzs0boZ1bT",206880,"FALSE","72","canadian pop","pop","post-teen pop","viral pop","canadian pop"
"536",37,"Talking Body","Tove Lo",2015,0.736,0.761,4,-5.449,0,0.0338,0.0966,0,0.0823,0.114,120,"2tpfxAXiI52znho4WE3XFA",238427,"TRUE","66","dance pop","electropop","metropopolis","pop","pop dance"
"537",38,"Jealous","Nick Jonas",2015,0.684,0.71,11,-3.614,0,0.0779,0.0132,0,0.444,0.451,93,"5NQJnRpJHRaupdegphntQT",222187,"TRUE","67","australian pop","dance pop","pop","pop dance","pop rock"
"538",39,"Time Of Our Lives","Pitbull  Ne-Yo",2015,0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124,"2bJvI42r8EF3wxjOuDav4r",229360,"TRUE","80","dance pop","latin","miami hip hop","pop","pop dance"
"539",40,"Locked Away","R. City Adam Levine",2015,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118,"7x5xYW5W42OGPAdHUyyguy",227480,"FALSE","74","reggae fusion","virgin islands reggae","reggae fusion","virgin islands reggae","reggae fusion"
"540",41,"Somebody","Natalie La Rose Jeremih",2015,0.83,0.52,0,-8.714,1,0.0376,8e-04,0,0.0656,0.735,105,"7ioiB40H9xKs04QtIso2I3",189907,"FALSE","64","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"541",42,"FourFiveSeconds","Rihanna  Kanye West  Paul McCartney",2015,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,206,"78TTtXnFQPzwqlbtbwqN0y",188238,"FALSE","79","emo","modern rock","pop punk","emo","modern rock"
"542",43,"Centuries","Fall Out Boy",2015,0.393,0.858,4,-2.868,0,0.0729,0.0036,0,0.102,0.56,176,"04aAxqtGp5pv12UXAg4pkq",228360,"FALSE","80","new jersey rap","pop rap","rap","southern hip hop","trap"
"543",44,"My Way","Fetty Wap Monty",2015,0.748,0.741,6,-3.103,1,0.0531,0.0042,0,0.147,0.537,128,"1WoOzgvz6CgH4pX6a1RKGp",213053,"TRUE","66","contemporary country","country pop","contemporary country","country pop","contemporary country"
"544",45,"Take Your Time","Sam Hunt",2015,0.558,0.719,11,-5.603,1,0.0419,0.101,0,0.212,0.483,158,"6DEaND0SHv3sC11xobZLiy",243707,"FALSE","67","pop","pop rock","pop","pop rock","pop"
"545",46,"Animals","Maroon 5",2015,0.279,0.742,4,-6.46,0,0.0898,2e-04,0,0.593,0.328,190,"2bL2gyO6kBdLkNSkxXNh6x",231013,"FALSE","79","detroit hip hop","hip hop","pop rap","rap","southern hip hop"
"546",47,"I Don't F**k With You","Big Sean E-40",2015,0.815,0.724,1,-5.658,1,0.0712,0.0385,0,0.334,0.366,98,"7taXl2C2594pF4gjumrF4W",284413,"FALSE","38","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"547",48,"B**** Better Have My Money","Rihanna",2015,0.781,0.728,1,-4.981,1,0.0621,0.0509,0,0.257,0.395,103,"0NTMtAO2BV4tnGvw9EgBVq",219306,"TRUE","76","atl hip hop","hip hop","pop rap","rap","southern hip hop"
"548",49,"Flex (Ooh Ooh Ooh)","Rich Homie Quan",2015,0.726,0.607,2,-7.68,1,0.0498,0.0389,0,0.19,0.891,82,"4T0ScSPdQKmGvruK7pavNP",176744,"TRUE","63","houston rap","houston rap","houston rap","houston rap","houston rap"
"549",50,"Nasty Freestyle","T-Wayne",2015,0.779,0.472,11,-7.116,1,0.218,0.0577,0,0.114,0.412,135,"0PT7nlpo11hYYyfnBgtilT",142212,"TRUE","64","dance pop","hip pop","pop","pop dance","pop rap"
"550",51,"Only","Nicki Minaj Drake Lil Wayne  Chris Brown",2015,0.573,0.495,8,-7.245,0,0.592,0.405,0,0.0969,0.255,179,"4MRT0dDbhqFKl67WzhUbSw",312027,"TRUE","69","australian dance","australian pop","dance pop","pop","pop dance"
"551",52,"Elastic Heart","Sia",2015,0.421,0.791,9,-4.998,1,0.0496,0.0117,0,0.146,0.499,130,"5S9lfZu1YF8xKkgSsqL2Bd",257200,"FALSE","64","dance pop","pop","pop dance","post-teen pop","dance pop"
"552",53,"Cool For The Summer","Demi Lovato",2015,0.583,0.61,5,-5.639,0,0.0382,0.0043,1e-04,0.14,0.336,114,"3uwnnTQcHM1rDqSfA4gQNz",214740,"TRUE","66","modern alternative rock","modern rock","pop","pop rock","rock"
"553",54,"Renegades","X Ambassadors",2015,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90,"0fYVliAYKHuPmECRs1pbRf",195200,"FALSE","76","atl hip hop","dance pop","pop","r&b","south carolina hip hop"
"554",55,"I Don't Mind","Usher Juicy J",2015,0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,113,"7aXuop4Qambx5Oi3ynsKQr",251989,"TRUE","69","dance pop","pop","post-teen pop","dance pop","pop"
"555",56,"Love Me Harder","Ariana Grande  The Weeknd",2015,0.472,0.714,1,-4.389,0,0.0334,0.0094,0,0.0764,0.24,99,"5J4ZkQpzMUFojo1CtAZYpn",236133,"FALSE","76","dance pop","pop","pop dance","dance pop","pop"
"556",57,"Wildest Dreams","Taylor Swift",2015,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140,"59HjlYCeBsxdI0fcm3zglw",220440,"FALSE","71","dance pop","pop","post-teen pop","uk pop","dance pop"
"557",58,"Stay With Me","Sam Smith",2015,0.418,0.42,0,-6.444,1,0.0414,0.588,1e-04,0.11,0.184,84,"5Nm9ERjJZ5oyfXZTECKmRt",172724,"FALSE","81","dance pop","edm","electro house","electronic trap","pop"
"558",59,"You Know You Like It","DJ Snake  AlunaGeorge",2015,0.407,0.725,5,-5.346,0,0.188,0.0141,0,0.306,0.247,196,"57kR5SniQIbsbVoIjjOUDa",247267,"FALSE","70","emo","modern rock","pop punk","emo","modern rock"
"559",60,"Uma Thurman","Fall Out Boy",2015,0.623,0.962,4,-2.616,0,0.0895,0.103,2e-04,0.264,0.676,150,"5PUawWFG1oIS2NwEcyHaCr",211573,"FALSE","69","dance pop","pop","pop dance","post-teen pop","r&b"
"560",61,"7/11","Beyonce",2015,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136,"02M6vucOvmRfMxTXDUwRXu",213507,"FALSE","71","dance pop","pop","pop dance","post-teen pop","dance pop"
"561",62,"The Heart Wants What It Wants","Selena Gomez",2015,0.616,0.789,7,-4.874,0,0.0377,0.053,0,0.142,0.621,83,"6wJwkMo278iWVlWl1XQ4WA",227373,"FALSE","70","contemporary country","country","country dawn","country road","contemporary country"
"562",63,"Girl Crush","Little Big Town",2015,0.5,0.225,0,-10.22,1,0.0302,0.842,0,0.112,0.355,174,"11qh54D0PKkBwelpDxxiEU",193320,"FALSE","69","dance pop","pop","r&b","urban contemporary","dance pop"
"563",64,"Slow Motion","Trey Songz",2015,0.733,0.408,7,-7.834,0,0.0388,0.679,0,0.11,0.291,95,"4NYwy0R3NdvORX2B6OZXBT",197854,"FALSE","72","boy band","pop","post-teen pop","talent show","boy band"
"564",65,"Drag Me Down","One Direction",2015,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138,"2K87XMYnUMqLcX3zvtAF4G",192120,"FALSE","80","dance pop","hip pop","pop","pop dance","pop rap"
"565",66,"Truffle Butter","Nicki Minaj Drake  Lil Wayne",2015,0.887,0.673,10,-6.846,0,0.0503,0.0743,0,0.124,0.491,105,"3keUgTGEoZJt0QkzTB6kHg",219227,"TRUE","62","dance pop","pop","post-teen pop","dance pop","pop"
"566",67,"One Last Time","Ariana Grande",2015,0.628,0.593,8,-5.036,1,0.0323,0.093,0,0.096,0.104,125,"7xoUc6faLbCqZO6fQEYprd",197267,"FALSE","78","australian pop","dance pop","pop","pop dance","pop rock"
"567",68,"Chains","Nick Jonas",2015,0.589,0.611,0,-5.881,0,0.0459,0.0151,0,0.0757,0.121,76,"5Eg4TsPcqNbIjd8ADMZosg",203107,"FALSE","59","hip hop","philly rap","pop rap","rap","southern hip hop"
"568",69,"All Eyes On You","Meek Mill Chris Brown  Nicki Minaj",2015,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.251,78,"0hy1SOTEn9ifXTzOwnCwEr",223973,"TRUE","68","hip hop","melodic rap","mississippi hip hop","pop rap","rap"
"569",70,"No Type","Rae Sremmurd",2015,0.891,0.486,6,-7.803,1,0.159,0.0158,0,0.0925,0.239,125,"4scpF6J5uMBvoh6sFB7EL1",200080,"TRUE","72","folk-pop","modern rock","pop","pop rock","folk-pop"
"570",71,"Riptide","Vance Joy",2015,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,102,"3JvrhDOgAt6p7K8mDyZwRd",204280,"FALSE","78","ghanaian hip hop","ghanaian hip hop","ghanaian hip hop","ghanaian hip hop","ghanaian hip hop"
"571",72,"Classic Man","Jidenna Roman GianArthur",2015,0.79,0.585,8,-6.058,1,0.0348,0.185,0,0.292,0.585,94,"3G7XYAwtxtoGK7fAm4IlD9",226000,"TRUE","60","modern blues rock","modern blues rock","modern blues rock","modern blues rock","modern blues rock"
"572",73,"Ex's & Oh's","Elle King",2015,0.612,0.921,7,-2.879,1,0.0848,0.0183,0,0.0576,0.453,140,"70eDxAyAraNTiD6lx2ZEnH",202173,"FALSE","72","dance pop","hip pop","pop","pop dance","post-teen pop"
"573",74,"Dear Future Husband","Meghan Trainor",2015,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79,"3cU2wBxuV6nFiuf6PJZNlC",184227,"FALSE","73","dance pop","pop","post-teen pop","viral pop","dance pop"
"574",75,"Marvin Gaye","Charlie Puth Meghan Trainor",2015,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110,"6ukMqDxnOPOgoHdak7Kyp3",190453,"FALSE","68","dance pop","hip pop","pop","pop dance","post-teen pop"
"575",76,"Like I'm Gonna Lose You","Meghan Trainor John Legend",2015,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108,"2YlZnw2ikdb837oKMKjBkW",225053,"FALSE","79","dance pop","electropop","metropopolis","pop","pop dance"
"576",77,"Habits (Stay High)","Tove Lo",2015,0.729,0.65,5,-3.539,1,0.0313,0.0702,1e-04,0.0829,0.347,110,"14OxJlLdcHNpgsm4DRwDOB",209160,"FALSE","70","soundtrack","soundtrack","soundtrack","soundtrack","soundtrack"
"577",78,"The Hanging Tree","James Newton Howard Jennifer Lawrence",2015,0.213,0.0743,9,-18.071,0,0.0408,0.344,0,0.212,0.145,54,"416MsJxvxSKY96DCmbJIRs",218507,"FALSE","64","gangster rap","pop rap","rap","southern hip hop","trap"
"578",79,"CoCo","O.T. Genasis",2015,0.886,0.628,8,-5.949,1,0.131,0.0022,0,0.31,0.178,120,"2JI71GHwq2LN8mtq3iCLYo",239574,"TRUE","62","dance pop","electropop","pop","pop dance","pop rap"
"579",80,"Bang Bang","Jessie J Ariana Grande  Nicki Minaj",2015,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150,"0puf9yIluy9W0vpMEUoAnN",199387,"FALSE","79","dance pop","pop","post-teen pop","uk pop","dance pop"
"580",81,"Lay Me Down","Sam Smith",2015,0.468,0.19,4,-11.138,1,0.0373,0.919,0,0.107,0.326,125,"64GRDrL1efgXclrhVCeuA0",219536,"FALSE","75","atl hip hop","lgbtq+ hip hop","trap","underground hip hop","atl hip hop"
"581",82,"Tuesday","I LOVE MAKONNEN Drake",2015,0.77,0.664,0,-5.604,1,0.211,0.215,1e-04,0.105,0.472,140,"2znzyzlAUc8Z1Ikq9aFOcx",321987,"TRUE","62","pop","pop rap","seattle hip hop","pop","pop rap"
"582",83,"Hit The Quan","iLoveMemphis",2015,0.741,0.488,8,-8.253,1,0.362,2e-04,0,0.0488,0.625,160,"4OjuzM3rTWp3q60mEldNSF",181081,"FALSE","58","contemporary country","country pop","contemporary country","country pop","contemporary country"
"583",84,"Downtown","Macklemore  Ryan Lewis Eric Nally Melle Mel Kool Moe Dee  Grandmaster Caz",2015,0.828,0.609,1,-4.402,1,0.0694,0.0916,0,0.291,0.707,110,"5pfJsMwoRYKampPay8amX0",292593,"TRUE","67","dance pop","pop","pop rap","r&b","rap"
"584",85,"House Party","Sam Hunt",2015,0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,104,"1TwLKNsCnhi1HxbIi4bAW0",190240,"FALSE","71","contemporary country","country","country road","contemporary country","country"
"585",86,"Ayo","Chris Brown  Tyga",2015,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98,"0k6DnZMLoEUH8NGD5zh2SE",225227,"TRUE","72","detroit hip hop","hip hop","pop rap","rap","southern hip hop"
"586",87,"Kick The Dust Up","Luke Bryan",2015,0.597,0.86,1,-2.315,1,0.0461,0.196,0,0.087,0.818,172,"5g15o2Sm55Hn9ShK5yEXgp",190587,"FALSE","65","folk-pop","modern rock","neo mellow","neo-singer-songwriter","pop"
"587",88,"Blessings","Big Sean Drake",2015,0.79,0.621,1,-7.634,1,0.275,0.333,0,0.122,0.15,119,"1bzM1cd6oqFozdr4wK6HdR",252040,"TRUE","64","australian dance","australian pop","dance pop","pop","pop dance"
"588",89,"Budapest","George Ezra",2015,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,128,"2ixsaeFioXJmMgkkbd4uj1",200733,"FALSE","78","dance pop","neo mellow","pop","pop dance","pop rock"
"589",90,"Chandelier","Sia",2015,0.399,0.787,1,-2.88,1,0.0499,0.0197,1e-04,0.0685,0.572,117,"2s1sdSqGcKxpPr5lCl7jAV",216120,"FALSE","69","pop","uk pop","pop","uk pop","pop"
"590",91,"Heartbeat Song","Kelly Clarkson",2015,0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149,"7FC9Lng8iXU081lbigu8m8",198733,"FALSE","67","dance pop","pop","pop dance","post-teen pop","talent show"
"591",92,"Don't","Ed Sheeran",2015,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95,"1huvTbEYtgltjQRXzrNKGi",219840,"FALSE","72","canadian contemporary r&b","canadian pop","dance pop","electropop","pop"
"592",93,"Ghost","Ella Henderson",2015,0.68,0.84,9,-3.823,1,0.0415,0.0457,0,0.143,0.468,105,"4z7gh3aIZV9arbL9jJSc5J",213213,"FALSE","57","dutch hip hop","tropical house","dutch hip hop","tropical house","dutch hip hop"
"593",94,"Here","Alessia Cara",2015,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120,"1wYZZtamWTQAoj8B812uKQ",199453,"FALSE","66","latin","latin hip hop","reggaeton","trap latino","tropical"
"594",95,"Waves","Mr. Probz",2015,0.829,0.51,5,-9.334,0,0.0369,0.0082,0.0014,0.0829,0.45,120,"1HFfMOxCAT4GAwaPfCdmUs",208133,"FALSE","76","dance pop","pop","pop rap","r&b","urban contemporary"
"595",96,"El Perdon (Forgiveness)","Nicky Jam  Enrique Iglesias",2015,0.736,0.719,8,-3.839,1,0.0357,0.256,0,0.0909,0.656,90,"7hOfyNuj2dLc0HAEYVDIYS",206667,"FALSE","50","boy band","pop","post-teen pop","talent show","boy band"
"596",97,"She Knows","Ne-Yo Juicy J",2015,0.706,0.572,8,-5.799,0,0.0326,0.0262,0,0.585,0.574,140,"7seTcUFOhn5caSDbiSfsp0",214726,"TRUE","60","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"597",98,"Night Changes","One Direction",2015,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120,"5O2P9iiztwhomNh8xkR9lJ",226600,"FALSE","82","dance pop","edm","electro house","house","pop"
"598",99,"Back To Back","Drake",2015,0.893,0.48,1,-3.728,0,0.356,0.0086,0,0.116,0.382,87,"5lFDtgWsjRJu8fPOAyJIAK",170638,"TRUE","68","canadian pop","pop","post-teen pop","canadian pop","pop"
"599",100,"How Deep Is Your Love","Calvin Harris  Disciples",2015,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.0017,0.388,0.336,122,"22mek4IiqubGD9ctzxc69s",212640,"FALSE","76","canadian pop","pop","post-teen pop","canadian pop","pop"
"600",1,"Love Yourself","Justin Bieber",2016,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100,"50kpGaPAhYJ3sGmk6vplg0",233720,"FALSE","82","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"601",2,"Sorry","Justin Bieber",2016,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,100,"09CtPGIpYB4BrO8qb1RGsF",200787,"FALSE","80","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"602",3,"One Dance","Drake WizKid  Kyla",2016,0.792,0.625,1,-5.609,1,0.0536,0.0078,0.0018,0.329,0.37,104,"1zi7xx7UVEFkmKfv06H8x0",173987,"FALSE","81","modern rock","rock","modern rock","rock","modern rock"
"603",4,"Work","Rihanna Drake",2016,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,92,"72TFWvU3wUYdUuxejTTIzt",219320,"TRUE","76","pop rap","rap","trap","underground hip hop","viral trap"
"604",5,"Stressed Out","twenty one pilots",2016,0.734,0.637,4,-5.677,0,0.141,0.0462,0,0.0602,0.648,170,"3CRDbSIZ4r5MsZ0YwxuEkn",202333,"FALSE","84","british soul","pop","pop soul","uk pop","british soul"
"605",6,"Panda","Desiigner",2016,0.685,0.731,10,-5.503,0,0.414,0.0292,0,0.369,0.266,145,"275a9yzwGB6ncAW4SxY7q3",247867,"TRUE","67","dance pop","edm","electropop","pop","pop dance"
"606",7,"Hello","Adele",2016,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,79,"62PaSfnXSMyLshYJrlTuL3",295502,"FALSE","73","dance pop","pop","dance pop","pop","dance pop"
"607",8,"Don't Let Me Down","The Chainsmokers Daya",2016,0.532,0.869,11,-5.094,1,0.172,0.157,0.0051,0.136,0.422,160,"1i1fxkWeaMmKEB4T7zqbzK",208373,"FALSE","79","dance pop","edm","electropop","pop","pop dance"
"608",9,"Can't Stop The Feeling!","Justin Timberlake",2016,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113,"1WkMMavIMc4JZ8cfMmxHkI",237547,"FALSE","73","australian dance","australian pop","dance pop","pop","pop dance"
"609",10,"Closer","The Chainsmokers Halsey",2016,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95,"7BKLCZ1jbUBVqRi2FVlTVw",244960,"FALSE","84","australian pop","danish pop","pop","scandipop","australian pop"
"610",11,"Cheap Thrills","Sia Sean Paul",2016,0.592,0.8,6,-4.931,0,0.215,0.0561,0,0.0775,0.728,90,"6b3b7lILUJqXcp6w9wNQSm",224813,"FALSE","68","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"611",12,"7 Years","Lukas Graham",2016,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,120,"5kqIPrATaCc2LqxVWzQGbk",237300,"FALSE","79","dance pop","miami hip hop","pop","pop dance","pop rap"
"612",13,"Needed Me","Rihanna",2016,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,111,"4pAl7FkDMNBsjykPXo91B3",191600,"TRUE","80","dance pop","edm","pop","pop dance","pop rap"
"613",14,"My House","Flo Rida",2016,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94,"6Knv6wdA0luoMUuuoYi2i1",192191,"FALSE","77","dance pop","electropop","girl group","pop","pop dance"
"614",15,"I Took A Pill In Ibiza","Mike Posner",2016,0.664,0.714,7,-6.645,0,0.111,0.0353,0,0.0843,0.71,102,"1MtUq6Wp1eQ8PC6BbPCj8P",197933,"TRUE","71","dance pop","edm","electro house","house","pop"
"615",16,"Work From Home","Fifth Harmony Ty Dolla $ign",2016,0.803,0.585,8,-5.861,1,0.0432,0.103,0,0.0644,0.593,105,"4tCtwWceOPWzenK2HAIJSb",214480,"FALSE","78","dance pop","pop","pop dance","pop rock","post-teen pop"
"616",17,"This Is What You Came For","Calvin Harris Rihanna",2016,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,124,"0azC730Exh71aQlOt9Zj3y",222160,"FALSE","79","hip hop","indie pop rap","oakland hip hop","pop rap","rap"
"617",18,"Cake By The Ocean","DNCE",2016,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119,"76hfruVvmfQbw0eYn1nmeC",219147,"TRUE","79","modern rock","rock","modern rock","rock","modern rock"
"618",19,"Me, Myself & I","G-Eazy Bebe Rexha",2016,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,112,"40YcuQysJ0KlGQTeGUosTC",251467,"TRUE","76","modern rock","rock","modern rock","rock","modern rock"
"619",20,"Ride","twenty one pilots",2016,0.645,0.713,6,-5.355,1,0.0393,0.0084,0,0.113,0.566,75,"2Z8WuEywRWYTKe1NybPQEW",214507,"FALSE","81","dance pop","pop","pop dance","post-teen pop","uk pop"
"620",21,"Heathens","twenty one pilots",2016,0.732,0.396,4,-9.348,0,0.0286,0.0841,0,0.105,0.548,90,"6i0V12jOa3mr6uu4WYhUBr",195920,"FALSE","81","canadian pop","pop","post-teen pop","viral pop","canadian pop"
"621",22,"Pillowtalk","Zayn",2016,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,125,"0PDUDa38GO8lMxLCRc4lL1",202747,"TRUE","78","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"622",23,"Stitches","Shawn Mendes",2016,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,150,"5jsw9uXEGuKyJzs0boZ1bT",206880,"FALSE","72","dance pop","edm","electro house","moombahton","pop"
"623",24,"Hotline Bling","Drake",2016,0.891,0.628,2,-7.863,1,0.0551,0.0026,2e-04,0.0504,0.552,135,"0wwPcA6wtMf6HUMpIRdeP7",267067,"FALSE","76","british soul","pop","pop soul","uk pop","british soul"
"624",25,"Cold Water","Major Lazer Justin Bieber  MO",2016,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,93,"7zsXy7vlHdItvUSH8EwQss",185360,"FALSE","68","dance pop","edm","electropop","pop","pop dance"
"625",26,"Send My Love (To Your New Lover)","Adele",2016,0.688,0.533,6,-8.363,0,0.0865,0.0355,0,0.172,0.567,164,"0t7fVeEJxO2Xi4H2K5Svc9",223079,"FALSE","71","canadian pop","pop","post-teen pop","viral pop","canadian pop"
